rubro,linea,nombre_base,nombre_ejemplo
SPC,"5,5mm + 0,5wl  + 1,5 eva (Pewen)","Spc Pewen Exlusivo Roble Jujuy 9305 + 1,5 Eva","SPC Pewen Exlusivo Roble Jujuy 9305 5,5mm (0,5 wl) + 1,5 EVA -"
SPC,"5,5mm + 0,5wl  + 1,5 eva (Pewen)","Spc Pewen Exlusivo Roble Pampa 9306 + 1,5 Eva","SPC Pewen Exlusivo Roble Pampa 9306 5,5mm (0,5 wl) + 1,5 EVA -"
SPC,Aqua Blue,"***Ojo!!*** Alaska Caja Aquablue Base 2,68 Aquablue","***OJO!!*** (SPC en 44) Alaska Caja AQUAblue Base 2,68 (183*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"***Ojo!!*** Arizona Caja Aquablue Base 2,68 Aquablue","***OJO!!*** (SPC en 44) Arizona Caja AQUAblue Base 2,68 (183*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Alaska Caja Aquablue Base 2,67 Aquablue","(SPC en 44) Alaska Caja AQUAblue Base 2,67 (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Alaska Caja Aquablue Base 2,91 Aquablue","(SPC en 44) Alaska Caja AQUAblue Base 2,91 (183*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Bremen Caja Aquablue Base 2,70 Aquablue","(SPC en 44) Bremen Caja AQUAblue Base 2,70 (184*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Bremen Caja Aquablue Base 2,91 Aquablue","(SPC en 44) Bremen Caja AQUAblue Base 2,91 (183*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Munich Caja Aquablue Base 2,67 Aquablue","(SPC en 44) Munich Caja AQUAblue Base 2,67 (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Alamo Tostada 4013 (Simil Kansas) Aqua Base: 1,78 6+ 5Wl","SPC Alamo Tostada 4013 (Simil kansas) AQUA Base: 1,78 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Alaska Aquablue Base: 1,75 6+ 5Wl","SPC Alaska AQUAblue Base: 1,75 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Alaska Aquablue Base: 1,78 6+ 5Wl","SPC Alaska AQUAblue Base: 1,78 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Alaska Con Manta Caja Aquablue Base 2,22","SPC Alaska con MANTA Caja AQUAblue Base 2,22 - -"
SPC,Aqua Blue,Spc Aqua Blue Alamo Claro 6611 6+ 5Wl,"SPC Aqua Blue Alamo Claro 6611 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Arizona Aquablue Base: 1,75 6+ 5Wl","SPC Arizona AQUAblue Base: 1,75 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Bremen Caja Aquablue Base 2,67 Aquablue","SPC Bremen Caja AQUAblue Base 2,67 (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Bremen Caja Aquablue Base 2,70 Aquablue","SPC Bremen Caja AQUAblue Base 2,70 (184*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc California Aquablue Base: 1,75 6+ 5Wl","SPC California AQUAblue Base: 1,75 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc California Aquablue Base: 1,78 6+ 5Wl","SPC California AQUAblue Base: 1,78 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc California Caja Aquablue Base 2,70 Aquablue","SPC California Caja AQUAblue Base 2,70 (184*1220*4) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc California Con Manta Caja Aquablue Base 2,22","SPC California con MANTA Caja AQUAblue Base 2,22 - -"
SPC,Aqua Blue,Spc Columbia (Simi Kentucky) Aquablue Aquablue,"SPC Columbia (Simi Kentucky) AQUAblue (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,Spc Dallas (Simil Texas) Aquablue Aquablue,"SPC Dallas (Simil Texas) AQUAblue (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Kansas Aquablue Base: 1,75 6+ 5Wl","SPC Kansas AQUAblue Base: 1,75 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Kansas Aquablue Base: 1,78 6+ 5Wl","SPC Kansas AQUAblue Base: 1,78 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Kansas Caja Aquablue Base 2,70 Aquablue","SPC Kansas Caja AQUAblue Base 2,70 (184*1220*4) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Kansas Tostado Caja Aquablue Base 2,67","SPC Kansas Tostado Caja AQUAblue Base 2,67 - -"
SPC,Aqua Blue,"Spc Kentucky Caja Aquablue Base 2,67 Aquablue","SPC Kentucky Caja AQUAblue Base 2,67 (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Kentucky Caja Aquablue Base 2,68 Aquablue","SPC Kentucky Caja AQUAblue Base 2,68 (183*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Kentucky Con Manta Caja Aquablue Base 2,18","SPC Kentucky con MANTA Caja AQUAblue Base 2,18 - -"
SPC,Aqua Blue,"Spc Munich Caja Aquablue Base 2,67 Aquablue","SPC Munich Caja AQUAblue Base 2,67 (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Munich Caja Aquablue Base 2,70 Aquablue","SPC Munich Caja AQUAblue Base 2,70 (184*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Nebraska Caja Aquablue Base 2,67 Aquablue","SPC Nebraska Caja AQUAblue Base 2,67 (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Nebraska Caja Aquablue Base 2,70 Aquablue","SPC Nebraska Caja AQUAblue Base 2,70 (184*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Nebraska Con Manta Caja Aquablue Base 2,22","SPC Nebraska con MANTA Caja AQUAblue Base 2,22 - -"
SPC,Aqua Blue,"Spc Niebla Boreal 2321 (Simil Alaska) Aqua Base: 1,78 6+ 5Wl","SPC Niebla Boreal 2321 (Simil alaska) AQUA Base: 1,78 6+1,5 * 0,5wl -"
SPC,Aqua Blue,Spc Roble Kentucky 2005 Aquablue,SPC Roble Kentucky 2005 AQUAblue (4mm + 0.3 wl) -
SPC,Aqua Blue,"Spc Roble Orgnico 1012 (Simil Nebraska) Aqua Base: 1,78 6+ 5Wl","SPC Roble Orgnico 1012 (Simil nebraska) AQUA Base: 1,78 6+1,5 * 0,5wl -"
SPC,Aqua Blue,Spc Roble Texas 6611 Aquablue,SPC Roble Texas 6611 AQUAblue (4mm + 0.3 wl) -
SPC,Aqua Blue,"Spc Sacramento Caja Aquablue Base 2,70 Aquablue","SPC Sacramento Caja AQUAblue Base 2,70 (184*1220*4) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Texas Aquablue Base: 1,75 6+ 5Wl","SPC Texas AQUAblue Base: 1,75 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Texas Aquablue Base: 1,78 6+ 5Wl","SPC Texas AQUAblue Base: 1,78 6+1,5 * 0,5wl -"
SPC,Aqua Blue,"Spc Texas Caja Aquablue Base 2,67 Aquablue","SPC Texas Caja AQUAblue Base 2,67 (182*1220*4*0,3) AQUAblue (4mm + 0.3 wl) -"
SPC,Aqua Blue,"Spc Texas Caja Pisos Alemanes Base 2,68 Aquablue","SPC Texas Caja Pisos Alemanes Base 2,68 (183*1220) AQUAblue (4mm + 0.3 wl) -"
SPC,"Pewen (4mm + 0,5 wl + EVA 1,5mm)",Spc Pewen Exlusivo Catamarca 9204 Pewen,"SPC Pewen Exlusivo Catamarca 9204 Pewen 5,5mm (4mm + 0,5 wl + EVA 1,5mm) -"
SPC,"Pewen (4mm + 0,5 wl + EVA 1,5mm)",Spc Pewen Exlusivo Roble Litoral 9201 Pewen,"SPC Pewen Exlusivo Roble Litoral 9201 Pewen 5,5mm (4mm + 0,5 wl + EVA 1,5mm) -"
SPC,"Pewen (4mm + 0,5 wl + EVA 1,5mm)",Spc Pewen Exlusivo Roble Pampa 9202 Pewen,"SPC Pewen Exlusivo Roble Pampa 9202 Pewen 5,5mm (4mm + 0,5 wl + EVA 1,5mm) -"
SPC,"Pewen (4mm + 0,5 wl + EVA 1,5mm)",Spc Pewen Exlusivo Roble Patagonia 9203 Pewen,"SPC Pewen Exlusivo Roble Patagonia 9203 Pewen 5,5mm (4mm + 0,5 wl + EVA 1,5mm) -"
SPC,"Pino (4mm + 0,5 wl + EVA 1,5mm + Bisel)",Spc Nordico 6003 Pino,"SPC Nordico 6003 Pino 5,5mm (4mm + 0,5 wl + EVA 1,5mm + Bisel) -"
SPC,SPC Exlusivo,"Spc Cdp Exclusivo 9001 Montecarlo (Max Core Coleccion Royale) C/Manta + 0,5 Wl","SPC CDP Exclusivo 9001 Montecarlo (Max Core Coleccion Royale) 6,5mm c/manta + 0,5 wl -"
SPC,SPC Exlusivo,"Spc Cdp Exclusivo 9002 Capri (Max Core Coleccion Royale) C/Manta + 0,5 Wl","SPC CDP Exclusivo 9002 Capri (Max Core Coleccion Royale) 6,5mm c/manta + 0,5 wl -"
SPC,SPC Exlusivo,"Spc Cdp Exclusivo 9003 Toscana (Max Core Coleccion Royale) C/Manta + 0,5 Wl","SPC CDP Exclusivo 9003 Toscana (Max Core Coleccion Royale) 6,5mm c/manta + 0,5 wl -"
SPC,SPC Exlusivo,"Spc Cdp Exclusivo 9004 Positano (Max Core Coleccion Royale) C/Manta + 0,5 Wl","SPC CDP Exclusivo 9004 Positano (Max Core Coleccion Royale) 6,5mm c/manta + 0,5 wl -"
SPC,SPC Exlusivo,"Spc Cdp Exclusivo 9005 Santorini (Max Core Coleccion Royale) C/Manta + 0,5 Wl","SPC CDP Exclusivo 9005 Santorini (Max Core Coleccion Royale) 6,5mm c/manta + 0,5 wl -"
TAPA DECK,Deck WPC,Tapa Wpc Ipe (Colección Prestigio),Tapa WPC IPE 50 mm x 2.90 ml (Colección Prestigio)
TAPA DECK,Deck WPC,Tapa Wpc Ipe (Colección Prestigo),Tapa WPC IPE 138 mm x 2.90 ml (Colección Prestigo)
TAPA DECK,Deck WPC,Tapa Wpc Marron Coco (Coleccion Oval),Tapa WPC Marron Coco (K4D) (Coleccion Oval)
TAPA DECK,Deck WPC,Tapa Wpc Marron Dorado (Coleccion Oval),Tapa WPC Marron Dorado (K25) (Coleccion Oval)
TAPA DECK,Deck WPC,Tapa Wpc Teak (Colección Prestigio),Tapa WPC Teak 50 mm x2.90 ml (Colección Prestigio)
Tablones de madera canteada,Tablones de madera canteada,Jatoba Para Escaleras,Jatoba para Escaleras
Undfinish,Undfinish,"Entablonado Lapacho Unica Base 2,11 La Forestal Alto Parana","Entablonado Lapacho Unica Base 2,11 La Forestal Alto Parana"
Undfinish,Undfinish,"Entablonado Lapacho Unica Base 2,16 La Forestal Alto Parana","Entablonado Lapacho Unica Base 2,16 La Forestal Alto Parana"
VINILICO CLICK,5MM,Np 5M,NP 5M
VINILICO CLICK,6MM,Np,NP 6MM
VINILICO DE PEGAR,2MM,Np Liston,NP 2MM LISTON
VINILICO DE PEGAR,3MM,Np Baldosa,NP 3MM BALDOSA
VINILICO DE PEGAR,3MM,Np Liston,NP 3MM LISTON
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 01 24,Vinilico en Rollo 01-24 1.2mm -
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 1622,Vinilico en Rollo 1622 1.2mm -
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 2205,Vinilico en Rollo 2205 1.2mm -
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 264 14,Vinilico en Rollo 264-14 1.2mm -
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 86030,"Vinilico en Rollo 86030 (20m x 2m x 1,6mm) - -"
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 86036,"Vinilico en Rollo 86036 (20m x 2m x 1,6mm) - -"
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 86052,"Vinilico en Rollo 86052 (20m x 2m x 1,6mm) - -"
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 86053,"Vinilico en Rollo 86053 (20m x 2m x 1,6mm) - -"
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 86054,"Vinilico en Rollo 86054 (20m x 2m x 1,6mm) - -"
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 9902,Vinilico en Rollo 9902 1.2mm -
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 9904,Vinilico en Rollo 9904 1.2mm -
Vinilico en Rollo,Vinilico en Rollo,Vinilico En Rollo 9908,Vinilico en Rollo 9908 1.2mm -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1501 Caja Maxcore,WPC Oferta 44 1501 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1503 Caja Maxcore,WPC Oferta 44 1503 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1504 Caja Maxcore,WPC Oferta 44 1504 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1505 Caja Maxcore,WPC Oferta 44 1505 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1506 Caja Maxcore,WPC Oferta 44 1506 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1509 Caja Maxcore,WPC Oferta 44 1509 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1510 Caja Maxcore,WPC Oferta 44 1510 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1511 Caja Maxcore,WPC Oferta 44 1511 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1512 Caja Maxcore,WPC Oferta 44 1512 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1513 Caja Maxcore,WPC Oferta 44 1513 Caja MaxCore (1230*150*6.5+1.5 EVA*0.3wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1802 Caja Maxcore,WPC Oferta 44 1802 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1803 Caja Maxcore,WPC Oferta 44 1803 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1805 Caja Maxcore,WPC Oferta 44 1805 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1806 Caja Maxcore,WPC Oferta 44 1806 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1807 Caja Maxcore,WPC Oferta 44 1807 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1809 Caja Maxcore,WPC Oferta 44 1809 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1810 Caja Maxcore,WPC Oferta 44 1810 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 1812 Caja Maxcore,WPC Oferta 44 1812 Caja MaxCore (1230*180*6.5+1.5 EVA*0.5wl) - -
WPC Oferta 44,WPC Oferta 44,Wpc Oferta 44 Wpc 107 Caja Marron,WPC Oferta 44 WPC 107 Caja Marron (1230*150*8.2*0.3wl) - -
homogeneos,adhesivo,Adhesivo Conductivo 5Kg,adhesivo conductivo 5kg
homogeneos,baldosa homogenea,Amstrong Color 52172,"AMSTRONG 3,2MM color 52172"
homogeneos,baldosa homogenea,Amstrong Imperial Texture,"AMSTRONG imperial texture 3,2mm"
homogeneos,baldosa homogenea,Amstrong Imperial Texture C/Y Sin D10,"AMSTRONG Imperial Texture C/Y SIN D10 3,2MM"
homogeneos,baldosa homogenea,Hyundai Deluxe Tile Vct,HYUNDAI DELUXE TILE VCT 3MM
homogeneos,baldosa lvt,Hyundai Goldtile Baldosa Lvt,HYUNDAI GOLDTILE  BALDOSA LVT 3MM
homogeneos,conductivo,Conductivo Pastell Amstrong,CONDUCTIVO 2MM Pastell Amstrong
homogeneos,liston lvt,Hyundai Goldtile Liston Lvt,HYUNDAI GOLDTILE  LISTON LVT 3MM
homogeneos,pared heterogenea,Het Solid Wall,HET Solid Wall
homogeneos,pared homogeneo,Wallflex Hom Grupo Armstrong,"wallflex HOM 1,25mm grupo Armstrong"
homogeneos,rollo,Possibilities Amstrong,POSSIBILITIES AMSTRONG
homogeneos,rollo heterogeneo,Corlon Het Texturado,CORLON HET 2MM  TEXTURADO
homogeneos,rollo heterogeneo,Het Gloria,HET GLORIA
homogeneos,rollo heterogeneo,Het Selina/Pravia Wood,HET SELINA/PRAVIA WOOD
homogeneos,rollo homogeneo,Accodale Plus Hom Grupo T,ACCODALE PLUS HOM 2MM GRUPO T
homogeneos,rollo homogeneo,Ambigu/Timberline Amstrong Simil Madera,AMBIGU/TIMBERLINE AMSTRONG SIMIL MADERA
homogeneos,rollo homogeneo,Armalon Ng Pur Grupo T C. Uso,ARMALON NG - PUR GRUPO T c. uso 2mm
homogeneos,rollo homogeneo,Hom Libera Alto Tto,HOM LIBERA 2mm Alto Tto
homogeneos,rollo homogeneo,Medintech Alto Tto Hom Grupo T Armstrong,medintech alto tto HOM 2mm Grupo T  ARMSTRONG
homogeneos,rollo homogeneo,Medley/Medintone,MEDLEY/MEDINTONE
homogeneos,rollo homogeneo,Safety Zone R 11/ Safe Guard R12 Hom,SAFETY ZONE R 11/ SAFE GUARD R12 HOM 2MM
homogeneos,rollo homogeneo,Zenit Curdlee Tresshield Xp Grupo T C.Uso,ZENIT - CURDLEE - TRESSHIELD XP GRUPO T C.uso 2mm
rollo,rollo vinilico comercial moderado,Rollo Vinilico + 3 Rollos,rollo vinilico 2mm + 3 rollos
